,PC1,PC2,PC3,PC4
0,3.3484381675303365,0.5689261749751875,2.727385653696624,-0.22377670540358316
1,3.2285954479207932,1.1973346502359445,1.9989041668099916,-0.3771542572815858
2,3.237468327621383,0.9525800098415699,1.7465778962915042,-0.472790635136159
3,1.672560552829016,1.6005829733527033,-2.856551500158222,-0.4383638099902923
4,3.3484381675303365,0.5689261749751875,2.727385653696624,-0.22377670540358316
5,3.1522362544713673,0.556273636644336,2.681083459231768,-0.16318946357199823
6,2.2830597064171787,0.5389810373492637,1.7640092870137292,-1.202350360311213
7,2.5649906021194595,-1.104080418240721,1.6397488503714783,0.035228259386702
8,2.8678517223705997,-0.2313325542878415,1.160565809531111,0.35262635551857263
9,1.816550856250793,1.1837211913646675,0.2499051850640791,0.8902952326922415
10,2.2738899284055645,0.6223978895232631,1.944186186559862,-0.6818670812612135
11,1.816550856250793,1.1837211913646675,0.2499051850640791,0.8902952326922415
12,2.5220525539713896,-0.628522756366622,3.355668358607025,0.12063329056448989
13,5.0337486338262725,2.2172848353018573,-0.5386276575202787,3.1912282292649174
14,2.338269428000988,3.266618788365181,0.44742609173244896,1.4594114728341003
15,2.380135605837441,3.2695970284308125,0.3849660849110624,1.654134563568969
16,0.9308662340280717,0.5722747569643155,-2.050901015832134,1.9627117277050712
17,6.089021526986199,4.035740771020647,-1.0494941966796985,2.998923061663591
18,2.8657926809412113,1.29726042259371,2.3486448828098467,-1.3369123825519582
19,4.374016049300229,3.5015202426879513,-2.542344613378135,2.661475368725945
20,1.0323496385936204,0.785919330488545,-1.0532049431857462,0.4176092850737794
21,1.9838853815688862,0.9759912298478649,0.8821340106502429,0.7778179678268518
22,3.1085715366245497,1.2578343538305246,-0.10210765958465479,0.38916349058646005
23,2.2358834978660624,1.0421341871840981,0.7289416536757493,-1.277394781435959
24,2.068362017715939,0.08197952738638692,1.202526229629526,0.8233382247746456
25,2.0912532207469003,0.051440408735095124,1.4650355567892857,-0.5291643227612397
26,2.571151682287507,0.48863648050589836,0.442741501763589,-0.7997681861505412
27,3.1085715366245497,1.2578343538305246,-0.10210765958465479,0.38916349058646005
28,3.1785015869217,0.48582790594410097,2.7655598147039386,-0.3097930846241583
29,3.333937982462474,-0.012917821783991945,1.6370529614477838,-0.06924566958057175
30,2.341712701844149,0.2536939610092082,2.22258747135949,-0.4208468001564351
31,3.0230191254375387,-0.20050985253015527,2.2082179986575543,0.6392737050181555
32,2.319594101216962,1.1663868917234246,0.9359203463376093,-0.5956159676382305
33,0.9695667672862844,1.4061142643922784,2.234405528237538,1.0102442832110958
34,1.5521429959544275,0.19323513030592956,1.54756965553652,-0.042136560234680175
35,3.1929903772779715,0.6948217552600784,1.84360180031302,-0.01659315280600163
36,3.3765624307053623,-0.11667980246030248,0.8955719504209378,0.22582955394336074
37,2.084187257062501,0.13786819830462463,-0.8309439651246291,0.8461614474237252
38,4.887973064796708,0.6531404314328536,3.7904787857175863,-0.920173438344725
39,1.9767792404560818,1.0936913425801347,0.09051682491449478,0.8856124936495606
40,1.9767792404560818,1.0936913425801347,0.09051682491449478,0.8856124936495606
41,2.5758085031349056,1.8586255914439942,0.6860636572584431,-1.5009040153154343
42,5.3661914915216,2.1848778635099646,-0.555041012673317,2.098576121766411
43,4.258289905094672,0.987486900382677,0.06506093852461667,1.6396863234147834
44,3.083597830778204,-0.19624677681773425,2.6943626200178787,-0.7359978866622995
45,2.463514712402708,-2.431995346661239,3.4849094026763963,0.7841639240482262
46,2.8961948983375625,2.111562076058553,0.6083102957178392,0.21021028978039255
47,2.081573038289243,1.4179085778856375,-1.2995603286855093,-0.5004191204429765
48,2.165372466187685,0.08526752134207186,1.154361736552191,-0.69964005194652
49,0.8650456749279861,0.27107197496737506,0.8189196241106356,-0.1640675138671662
50,3.387825576544175,1.4225272436239644,-0.048219892925396135,-0.8129483572619428
51,2.6966427212851753,-0.35343017304050367,1.777195265325841,0.2308467982648506
52,2.7065726157703858,-0.39714327140144307,1.6916575774856084,0.20214365748523164
53,0.8348694027942951,1.5638493508688103,-0.2350190913877867,-0.4399892531473119
54,1.743130590113322,0.4842640513245424,0.4260791738219523,0.31143498895157495
55,2.4185922789695504,1.0284712686266186,2.024702621505265,-0.4656348827438791
56,2.392189496096345,1.7687852415884548,-2.4314545932670284,-1.4728335197895168
57,1.7263166104496435,2.100401169427074,1.5825076121105455,1.051969475297686
58,2.622122081806599,0.672058804006216,1.3947152699186478,-0.07800281128443272
59,1.8487328103600718,0.13992844788137182,0.4064534038695091,0.141199551051525
60,2.235056192660456,1.4478735905665925,-0.05705201264084364,0.2270221057809064
61,2.2548514120589944,1.9194121003578823,-0.17301197511701988,0.10900932172800858
62,2.549912109904859,-0.022959853455237676,0.6237238298763293,0.8701497975253043
63,2.9728670539416577,0.40408938547307877,2.3636396938040156,-0.41615181524266653
64,3.1360773981128665,-0.1907058432934852,2.2340465685367543,-1.2006402031530836
65,3.1360773981128665,-0.1907058432934852,2.2340465685367543,-1.2006402031530836
66,2.740133334703525,0.42420133122844433,1.6356382650653105,-0.31061389024152447
67,3.3946174017893216,-0.3719109548251481,2.2149747448328037,-0.36696809897081384
68,1.7753120688108015,1.1461353660672475,-1.851483568828564,0.5831525572690386
69,4.079185952217288,0.05551377381254574,0.8412152433832649,1.2076851244834603
70,2.7074804943781197,0.25142330711907973,1.3526389014269788,-0.28420762947061834
71,2.08323616274638,0.9197130066206745,1.3337134666789263,-0.7926664351441253
72,2.0958584153617963,0.8695461664733581,1.385302838945941,-0.8517510247070669
73,2.9522461511266176,1.642902196520264,1.2157676246590734,-1.4182902623119453
74,1.907707711625909,2.1955006916133835,-1.6670717414420468,0.8127295089946531
75,2.716961490514386,1.2068758709964806,-1.0952084148602537,0.6752699272303584
76,2.716961490514386,1.2068758709964806,-1.0952084148602537,0.6752699272303584
77,3.5324301061694077,-0.3541158191183587,2.51338667741536,0.5451966722988015
78,2.60560022408298,0.21826577132872937,2.212415505584021,-0.5430182646598672
79,2.855758260808302,2.3555733198348077,0.5574631647263047,0.8662347698700995
80,2.4158060367689704,-0.0012942062453594418,1.6001748214600113,-0.5209327428399191
81,5.954029090783677,5.178561303220097,-2.890715173211013,3.9373696746993256
82,1.6986876581928005,1.2799839507651039,0.24828845414495565,-0.09594232833214512
83,6.335660511031771,3.990278033974035,-0.2755045675898105,2.7780991592316435
84,1.4761918409539487,-0.2010404745377446,-0.3616421441442963,1.5938522545257399
85,2.390511064176381,0.12324092345801835,1.6646779506784233,-0.09324861330826285
86,3.9904829292776514,2.544749309197541,-2.489502446987014,4.741663216527467
87,2.5683936387766897,0.49892226349245533,0.761659723108123,-0.24549253346175115
88,2.346295772252817,2.6611819062456,-1.7143290223936392,2.170956237038955
89,3.0396548171893896,0.6345508802391848,2.405228426001209,-0.4202928684423872
90,0.711516823547784,1.249828854944702,0.8201725890487636,-0.2642498013616384
91,3.9904829292776514,2.544749309197541,-2.489502446987014,4.741663216527467
92,4.178394325111932,2.9530729779429548,-2.2166965171716546,4.294533835759144
93,2.5683936387766897,0.49892226349245533,0.761659723108123,-0.24549253346175115
94,2.394266256218108,-0.7762641611237162,5.038403287081994,0.09588329181515234
95,1.9184643409682678,-2.688849855357783,2.8081382172205775,2.0852142173827906
96,3.678638857124861,0.007673973437089565,2.611210483645387,-0.27594078837253105
