,PC1,PC2,PC3,PC4,Quality
0,3.205996171099244,0.4165233248422592,2.722236594197122,-0.7967775416551054,5
1,3.0390508136577536,1.1074621264768167,2.04695235200199,-0.7702249213338808,5
2,3.0718934734670738,0.8789644358569194,1.7425796058834906,-0.8022572724576943,5
3,1.5712621359591576,2.1125445517917933,-2.592917021136588,-0.2927845135435019,6
4,3.205996171099244,0.4165233248422592,2.722236594197122,-0.7967775416551054,5
5,3.0121656615551284,0.389397499806155,2.670175306469403,-0.6861548547553683,5
6,2.1507041237225852,0.3236062151786556,1.5586406351180688,-1.4254117364751948,5
7,2.7111821098178583,-0.6534108523356963,2.0222313327382593,-1.3046091532763373,7
8,2.9452640736582656,0.3315111678733539,1.7294798562341047,-1.0902585370793887,7
9,1.6603425907193858,1.1647692580168412,0.3630538387721954,1.0117720076054575,5
10,2.1336126587415674,0.4013787257276919,1.793919904536463,-0.713305486190138,5
11,1.6603425907193858,1.1647692580168412,0.3630538387721954,1.0117720076054575,5
12,2.4786049093744666,-0.9522613868072721,3.1504127257423886,-0.026516514208732522,5
13,4.799550923300966,2.69712208789611,0.08818148796253725,3.656730800249016,5
14,1.996413223831176,3.3303679623217137,0.922109628834753,1.7481081548150819,5
15,2.039813434037639,3.3512281310621606,0.8849969916455004,1.9528175404881947,5
16,0.9865489588084291,1.293479848819772,-1.3670430832366638,1.8749013476075878,7
17,5.694432613194205,4.679290287069795,-0.20825868918785975,4.117013207706833,5
18,2.5961081780914634,0.8010636039957594,1.9599900589613208,-1.265909559108562,4
19,4.108133940074759,4.3828098669590325,-1.6021657917763044,3.646066503309515,6
20,0.985506911666931,1.0665498832513463,-0.8287593816000864,0.5609916082160894,6
21,1.8351697997426162,0.8928114260666238,0.9382152858685558,0.978658860588224,5
22,2.942402018442239,1.3759839664380193,-0.0205034985751083,0.749959001184636,5
23,2.0719288591940157,0.9295199113229293,0.5726198759817734,-1.3230361193536622,5
24,2.058183793534304,0.2706299997324521,1.485684761376272,0.3239200892892345,6
25,2.0082887822540747,-0.14825810105575934,1.2313017712536347,-0.35213374498513866,5
26,2.4605159356069795,0.440265037274371,0.25921209246584953,-0.6211576922598739,5
27,2.942402018442239,1.3759839664380193,-0.0205034985751083,0.749959001184636,5
28,3.0423574913697222,0.3045514636027096,2.7241874259819583,-0.8112782696409451,5
29,3.320158565506898,0.23803236327002084,1.8831248502360354,-1.0010466521734858,6
30,2.232812196901298,0.022272945110657125,2.0716351198090246,-0.5648293570307394,5
